"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
3.2118,"kaspa",1412471372,"Kaspa",0.052698,74,"coingecko","KAS","2025-12-08T06:14:35.008143",27979710,"2025-12-08",6
-0.09696,"worldcoin-wld",1387440292,"Worldcoin",0.581138,75,"coingecko","WLD","2025-12-08T06:14:35.008149",91347871,"2025-12-08",6
