"change","change_percent","high","low","previous_close","price","source","symbol","timestamp","volume","date","hour"
2.32,0.4825,483.4,478.8801,480.84,483.16,"alpha_vantage","MSFT","2025-12-05T21:29:40.872813",22133100,"2025-12-05",21
