"change","change_percent","high","low","market_cap","previous_close","price","source","symbol","timestamp","volume","date","hour"
-0.2800048828125057,-0.1386849345282346,202.5399932861328,200.99000549316406,4.85762072576e+11,201.9,201.6199951171875,"yfinance_lib","JNJ","2025-12-08T14:59:57.953261",657612,"2025-12-08",15
