"change","change_percent","high","low","previous_close","price","source","symbol","timestamp","volume","date","hour"
-5.27,-1.0711,489.8599,484.6475,492.01,486.74,"alpha_vantage","MSFT","2025-12-02T03:12:50.711659",22646060,"2025-12-02",3
