"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
0.01087,"first-digital-usd",852806668,"First Digital USD",0.997813,108,"coingecko","FDUSD","2025-12-04T22:29:13.449081",932135604,"2025-12-04",22
0.01009,"superstate-short-duration-us-government-securities-fund-ustb",812417432,"Superstate Short Duration U.S. Government Securities Fund (USTB)",10.91,109,"coingecko","USTB","2025-12-04T22:29:13.449088",0,"2025-12-04",22
