"change","change_percent","high","low","previous_close","price","source","symbol","timestamp","volume","date","hour"
2.32,0.4825,483.4,478.8801,480.84,483.16,"alpha_vantage","MSFT","2025-12-06T17:31:55.132896",22608710,"2025-12-06",17
