"change","change_percent","high","low","previous_close","price","source","symbol","timestamp","volume","date","hour"
6.51,1.3409,492.63,486.65,485.5,492.01,"alpha_vantage","MSFT","2025-12-01T11:31:52.295744",14386730,"2025-12-01",11
