"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
0.2107,"wrapped-bitcoin",1.114904649e+10,"Wrapped Bitcoin",89150,16,"coingecko","WBTC","2025-12-07T00:32:59.029479",79610249,"2025-12-07",0
0.81322,"wrapped-beacon-eth",1.0769582544e+10,"Wrapped Beacon ETH",3299.03,17,"coingecko","WBETH","2025-12-07T00:32:59.029486",3566802,"2025-12-07",0
