"change_24h","high_24h","low_24h","price","source","symbol","timestamp","volume","date","hour"
9.01,0.03186,0.02866,0.0317,"binance","ENJUSDT","2025-12-02T15:59:11.961265",13539826.3,"2025-12-02",16
