"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
-5.04036,"arbitrum-bridged-wbtc-arbitrum-one",701924047,"Arbitrum Bridged WBTC (Arbitrum One)",86074,119,"coingecko","WBTC","2025-12-01T06:19:29.409817",109351952,"2025-12-01",6
