"change","change_percent","high","low","market_cap","previous_close","price","source","symbol","timestamp","volume","date","hour"
-4.790014648437477,-1.6857345234691106,284.7300109863281,279.3599853515625,4.145888362496e+12,284.15,279.3599853515625,"yfinance_lib","AAPL","2025-12-04T19:00:14.774192",19687630,"2025-12-04",19
