"change","change_percent","high","low","market_cap","previous_close","price","source","symbol","timestamp","volume","date","hour"
-2.71499450683595,-1.3222590497423417,204.86000061035156,201.74009704589844,4.88159346688e+11,205.33,202.61500549316406,"yfinance_lib","JNJ","2025-12-04T19:03:22.828025",3871580,"2025-12-04",19
