"change","change_percent","high","low","market_cap","previous_close","price","source","symbol","timestamp","volume","date","hour"
3.6499890136718705,1.149168507547343,323.1600036621094,319.1700134277344,3.891261341696e+12,317.62,321.2699890136719,"yfinance_lib","GOOGL","2025-12-06T14:01:50.376316",27751773,"2025-12-06",14
