"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
-1.51729,"wrapped-avax",254354704,"Wrapped AVAX",13.07,237,"coingecko","WAVAX","2025-12-07T14:49:10.509777",101101161,"2025-12-07",14
-5.69189,"falcon-finance-ff",253078767,"Falcon Finance",0.107898,238,"coingecko","FF","2025-12-07T14:49:10.509784",13428982,"2025-12-07",14
