"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
11.18487,"celestia",525459817,"Celestia",0.619167,150,"coingecko","TIA","2025-12-03T11:18:12.177422",115699196,"2025-12-03",11
0.03063,"usdd",512407506,"USDD",1,151,"coingecko","USDD","2025-12-03T11:18:12.177429",9552472,"2025-12-03",11
