"change_24h","high_24h","low_24h","price","source","symbol","timestamp","volume","date","hour"
15.693,0.2698,0.2266,0.2654,"binance","FETUSDT","2025-12-03T11:52:30.217475",111600106.3,"2025-12-03",11
