"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
3.06144,"leo-token",8959699950,"LEO Token",9.72,22,"coingecko","LEO","2025-12-04T15:58:03.076228",579244,"2025-12-04",15
-1.43912,"stellar",8214720610,"Stellar",0.254291,24,"coingecko","XLM","2025-12-04T15:58:03.076236",169142560,"2025-12-04",15
