"change","change_percent","high","low","previous_close","price","source","symbol","timestamp","volume","date","hour"
3.26,0.6698,493.4999,486.32,486.74,490,"alpha_vantage","MSFT","2025-12-02T22:35:07.137338",19545405,"2025-12-02",22
