"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
4.26556,"zero-gravity",252796562,"0G",1.19,243,"coingecko","0G","2025-12-02T21:14:33.941171",39532883,"2025-12-02",21
8.68478,"ethena-staked-ena",252459038,"Ethena Staked ENA",0.268681,244,"coingecko","SENA","2025-12-02T21:14:33.941177",472330,"2025-12-02",21
