"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
6.8746,"wrapped-avax",260336262,"Wrapped AVAX",13.64,241,"coingecko","WAVAX","2025-12-02T21:27:46.560825",140289248,"2025-12-02",21
4.16422,"zero-gravity",253341152,"0G",1.19,243,"coingecko","0G","2025-12-02T21:27:46.560832",39521306,"2025-12-02",21
