"change","change_percent","high","low","previous_close","price","source","symbol","timestamp","volume","date","hour"
6.51,1.3409,492.63,486.65,485.5,492.01,"alpha_vantage","MSFT","2025-12-01T01:28:59.430865",14386730,"2025-12-01",1
