"change_24h","high_24h","low_24h","price","source","symbol","timestamp","volume","date","hour"
-0.912,0.03087,0.02966,0.03042,"binance","CHZUSDT","2025-12-05T02:09:23.032283",33730386,"2025-12-05",2
