"change_24h","high_24h","low_24h","price","source","symbol","timestamp","volume","date","hour"
-2.881,0.00025,0.000233,0.000236,"binance","DENTUSDT","2025-12-04T14:21:05.492027",6221870645,"2025-12-04",14
