"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
-0.11518,"trust-wallet-token",435618110,"Trust Wallet",1.045,166,"coingecko","TWT","2025-12-04T14:50:09.361461",21484035,"2025-12-04",14
-0.01825,"gho",428397788,"GHO",0.999675,168,"coingecko","GHO","2025-12-04T14:50:09.361468",6776201,"2025-12-04",14
