"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
-0.02046,"steakhouse-usdc-morpho-vault",410371706,"Steakhouse USDC Morpho Vault",1.11,173,"coingecko","STEAKUSDC","2025-12-02T19:50:33.944618",0,"2025-12-02",19
