"change","change_percent","high","low","previous_close","price","source","symbol","timestamp","volume","date","hour"
3.11,0.651,481.322,476.49,477.73,480.84,"alpha_vantage","MSFT","2025-12-04T22:09:29.895417",22128602,"2025-12-04",22
