"change_24h","high_24h","low_24h","price","source","symbol","timestamp","volume","date","hour"
-4.429,0.0707,0.0648,0.0669,"binance","ONTUSDT","2025-12-01T21:25:34.774642",8217865,"2025-12-01",21
