"change","change_percent","high","low","previous_close","price","source","symbol","timestamp","volume","date","hour"
-5.27,-1.0711,489.8599,484.6475,492.01,486.74,"alpha_vantage","MSFT","2025-12-02T19:04:29.053614",23963993,"2025-12-02",19
