"change_24h","high_24h","low_24h","price","source","symbol","timestamp","volume","date","hour"
3.534,0.00806,0.00764,0.00791,"binance","RVNUSDT","2025-12-07T01:43:59.679456",118633814.8,"2025-12-07",1
