"change_24h","high_24h","low_24h","price","source","symbol","timestamp","volume","date","hour"
12.225,0.439,0.3854,0.4379,"binance","ADAUSDT","2025-12-03T02:27:06.090237",164119677.1,"2025-12-03",2
