"change","change_percent","high","low","market_cap","previous_close","price","source","symbol","timestamp","volume","date","hour"
0.019998474121095455,0.01907705248602066,105.8488998413086,104.47000122070312,1.88513353728e+11,104.83,104.8499984741211,"yfinance_lib","DIS","2025-12-03T16:46:45.730338",3019298,"2025-12-03",16
