"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
-7.03132,"hyperliquid",8306568207,"Hyperliquid",30.68,22,"coingecko","HYPE","2025-12-01T11:48:28.474624",373630942,"2025-12-01",11
-5.53535,"weth",7806557599,"WETH",2839.19,23,"coingecko","WETH","2025-12-01T11:48:28.474631",136755634,"2025-12-01",11
