"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
0.24335,"reallink",236484771,"RealLink",0.078289,249,"coingecko","REAL","2025-12-07T04:14:37.014332",6653050,"2025-12-07",4
-0.0743,"ibc-bridged-usdc",234649682,"Noble USDC",0.997731,250,"coingecko","USDC.N","2025-12-07T04:14:37.014339",1854604,"2025-12-07",4
