"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
-2.88403,"fasttoken",271671253,"Fasttoken",0.626388,230,"coingecko","FTN","2025-12-07T09:59:27.084577",1700825,"2025-12-07",10
1.51893,"zebec-network",270435511,"Zebec Network",0.00282308,231,"coingecko","ZBCN","2025-12-07T09:59:27.084584",5732946,"2025-12-07",10
