"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
3.018,"optimism",590425628,"Optimism",0.311312,133,"coingecko","OP","2025-12-07T10:38:06.721121",48403543,"2025-12-07",10
-0.77287,"spx6900",582424078,"SPX6900",0.624841,134,"coingecko","SPX","2025-12-07T10:38:06.721127",15533713,"2025-12-07",10
