"change_24h","high_24h","low_24h","price","source","symbol","timestamp","volume","date","hour"
0.437,0.0693,0.0663,0.0689,"binance","ICXUSDT","2025-12-03T23:20:23.652436",4956743.4,"2025-12-03",23
