"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
-0.02344,"ripple-usd",1293055240,"Ripple USD",0.99937,84,"coingecko","RLUSD","2025-12-08T04:07:43.732618",43791817,"2025-12-08",4
0.01126,"binance-bridged-usdc-bnb-smart-chain",1288607121,"Binance Bridged USDC (BNB Smart Chain)",0.999749,85,"coingecko","USDC","2025-12-08T04:07:43.732625",203954242,"2025-12-08",4
