"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
-9.43852,"decred",333422122,"Decred",19.44,199,"coingecko","DCR","2025-12-06T11:14:46.837582",5602835,"2025-12-06",11
-3.95339,"gala",332170545,"GALA",0.00711726,200,"coingecko","GALA","2025-12-06T11:14:46.837589",43464336,"2025-12-06",11
