"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
0.07467,"steakhouse-usdc-morpho-vault",420310825,"Steakhouse USDC Morpho Vault",1.11,167,"coingecko","STEAKUSDC","2025-12-06T11:00:52.702931",0,"2025-12-06",11
-1.79271,"trust-wallet-token",419767497,"Trust Wallet",1.007,168,"coingecko","TWT","2025-12-06T11:00:52.702937",15363947,"2025-12-06",11
