"change","change_percent","high","low","previous_close","price","source","symbol","timestamp","volume","date","hour"
-12.27,-2.5041,484.24,475.2,490,477.73,"alpha_vantage","MSFT","2025-12-04T03:14:06.854376",34615102,"2025-12-04",3
