"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
-1.7579,"wrapped-steth",1.1328725747e+10,"Wrapped stETH",3418.99,14,"coingecko","WSTETH","2025-12-02T01:39:09.107238",72142249,"2025-12-02",1
-0.98845,"wrapped-bitcoin",1.0807727514e+10,"Wrapped Bitcoin",86359,15,"coingecko","WBTC","2025-12-02T01:39:09.107246",375187658,"2025-12-02",1
