"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
-10.51349,"ape-and-pepe",251051667,"Ape and Pepe",0.0000012,239,"coingecko","APEPE","2025-12-08T01:25:13.846718",17483070,"2025-12-08",1
-4.10225,"1inch",250950084,"1INCH",0.179254,241,"coingecko","1INCH","2025-12-08T01:25:13.846725",13352002,"2025-12-08",1
