"change_24h","high_24h","low_24h","price","source","symbol","timestamp","volume","date","hour"
-0.418,0.0483,0.0461,0.0476,"binance","DUSKUSDT","2025-11-30T20:37:51.460518",8339659,"2025-11-30",20
