"change","change_percent","high","low","market_cap","previous_close","price","source","symbol","timestamp","volume","date","hour"
-0.23000488281252274,-0.07276332895049754,318.4800109863281,314.7950134277344,8.68564729856e+11,316.1,315.8699951171875,"yfinance_lib","JPM","2025-12-05T18:58:34.948188",2860666,"2025-12-05",18
