"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
1.20284,"uniswap",3509134061,"Uniswap",5.56,44,"coingecko","UNI","2025-12-06T22:13:35.991591",199013882,"2025-12-06",22
-1.77074,"mantle",3469762694,"Mantle",1.066,45,"coingecko","MNT","2025-12-06T22:13:35.991598",73795659,"2025-12-06",22
