"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
-3.70806,"vechain",1103951006,"VeChain",0.01283887,95,"coingecko","VET","2025-12-05T11:47:18.075648",22818422,"2025-12-05",11
-4.40914,"filecoin",1100882996,"Filecoin",1.52,96,"coingecko","FIL","2025-12-05T11:47:18.075656",113605335,"2025-12-05",11
