"change_24h","high_24h","low_24h","price","source","symbol","timestamp","volume","date","hour"
5.194,0.02148,0.02035,0.02147,"binance","TFUELUSDT","2025-12-03T12:00:01.686694",21898351,"2025-12-03",12
