"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
7.99989,"solv-btc",1002375412,"Solv Protocol BTC",90725,102,"coingecko","SOLVBTC","2025-12-02T15:49:26.674738",489064,"2025-12-02",15
6.00188,"liquid-staked-ethereum",984710594,"Liquid Staked ETH",3170.18,104,"coingecko","LSETH","2025-12-02T15:49:26.674746",81451,"2025-12-02",15
