"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
-4.71402,"polkadot",3483513106,"Polkadot",2.12,44,"coingecko","DOT","2025-12-06T15:28:30.845037",152723047,"2025-12-06",15
-4.91539,"uniswap",3466713159,"Uniswap",5.5,45,"coingecko","UNI","2025-12-06T15:28:30.845044",265515934,"2025-12-06",15
