"change_24h","high_24h","low_24h","price","source","symbol","timestamp","volume","date","hour"
4.253,0.2541,0.2241,0.2402,"binance","FETUSDT","2025-12-08T13:52:24.494235",80171666.2,"2025-12-08",13
