"change","change_percent","high","low","market_cap","previous_close","price","source","symbol","timestamp","volume","date","hour"
2.9150146484374773,1.0453701446790307,281.94000244140625,276.1400146484375,4.181873393664e+12,278.85,281.7650146484375,"yfinance_lib","AAPL","2025-12-01T20:23:33.384707",24109893,"2025-12-01",20
