"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
2.41238,"ether-fi",523928234,"Ether.fi",0.861179,152,"coingecko","ETHFI","2025-12-04T03:08:56.764483",50585286,"2025-12-04",3
-0.01519,"usdd",512556672,"USDD",1,153,"coingecko","USDD","2025-12-04T03:08:56.764490",9445327,"2025-12-04",3
