"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
3.73191,"wrapped-steth",1.2845747225e+10,"Wrapped stETH",3840.51,14,"coingecko","WSTETH","2025-12-08T14:00:28.609921",53564945,"2025-12-08",14
2.81543,"bitcoin-cash",1.1853651155e+10,"Bitcoin Cash",593.88,15,"coingecko","BCH","2025-12-08T14:00:28.609928",350315341,"2025-12-08",14
