"change","change_percent","high","low","market_cap","previous_close","price","source","symbol","timestamp","volume","date","hour"
2.2999966430664074,2.2015857596117616,106.83000183105469,104.47000122070312,1.91965380608e+11,104.47,106.7699966430664,"yfinance_lib","DIS","2025-12-02T06:51:51.858970",9412117,"2025-12-02",6
