"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
0.61804,"leo-token",8879414421,"LEO Token",9.63,21,"coingecko","LEO","2025-12-07T18:01:34.821229",349079,"2025-12-07",18
1.98688,"weth",8680726487,"WETH",3114.53,22,"coingecko","WETH","2025-12-07T18:01:34.821236",121770586,"2025-12-07",18
