"change_24h","high_24h","low_24h","price","source","symbol","timestamp","volume","date","hour"
0.555,0.000566,0.000531,0.000544,"binance","HOTUSDT","2025-11-30T22:11:46.565829",1330514896,"2025-11-30",22
