"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
-0.02225,"bfusd",1318946849,"BFUSD",0.999202,78,"coingecko","BFUSD","2025-12-08T05:53:11.422192",7671847,"2025-12-08",5
2.93793,"rocket-pool-eth",1317450365,"Rocket Pool ETH",3606.17,79,"coingecko","RETH","2025-12-08T05:53:11.422227",969899,"2025-12-08",5
