"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
0.01059,"paypal-usd",3868047038,"PayPal USD",0.99978,39,"coingecko","PYUSD","2025-12-01T13:04:40.581471",34112092,"2025-12-01",13
-0.05202,"usdt0",3787059400,"USDT0",0.999631,40,"coingecko","USDT0","2025-12-01T13:04:40.581478",263900286,"2025-12-01",13
