"change_24h","id","market_cap","name","price","rank","source","symbol","timestamp","volume","date","hour"
4.68097,"chiliz",305773289,"Chiliz",0.03017496,215,"coingecko","CHZ","2025-12-02T22:00:30.600048",28776076,"2025-12-02",22
0.34432,"fasttoken",304820650,"Fasttoken",0.702757,217,"coingecko","FTN","2025-12-02T22:00:30.600055",2075034,"2025-12-02",22
