"change","change_percent","high","low","market_cap","previous_close","price","source","symbol","timestamp","volume","date","hour"
3.1310070800781205,0.9857713872168378,323.1600036621094,319.1650085449219,3.88497539072e+12,317.62,320.7510070800781,"yfinance_lib","GOOGL","2025-12-05T17:45:09.044277",15130931,"2025-12-05",17
