"change","change_percent","high","low","market_cap","previous_close","price","source","symbol","timestamp","volume","date","hour"
-1.2400048828125136,-0.8530578445325492,145.6199951171875,144.0399932861328,3.37310744576e+11,145.36,144.1199951171875,"yfinance_lib","PG","2025-12-05T17:37:17.474802",5133695,"2025-12-05",17
